PK_CUSTOMER;customerkey;customer;phone;customer_type;business_family;business_unit;line_of_business;regional_sales_mgr;search_type
b085fea212ab62894af509140a2ae53bf0160ef71793d104b381c901ab28940b;10017638;Kellys Gigastore;816-455-8733;G2;R3;1;\"\";S16;C
ca55e4766466b06406f65275be9e6c003027473a9f74302b5ef035e7614c9a00;10026078;Venred Shop;816-455-8733;G2;R3;1;\"\";S16;C
a87838b7f1bca91ef68682d9527a884ce0157202a86d73613294d54cda378dbe;10026438;PLAINFIELD Market;816-455-8733;G1;R3;1;M1;S19;C
95408e4bef8246bed971f6ddf2b2bf8ce022dc586668f875254436e3e349289f;10010832;?change Store;816-455-8733;G2;R2;1;\"\";S11;C
554640d15391c672fcd6f6b95b979228425acd0900134a9d8c153d067d496e80;10019514;Kimball Supermarket;816-455-8733;G2;R2;1;\"\";S4;C
a19829d026ef866d36773736ceb84f7c73a811f87c4e60f39b593db253db1a1c;10019617;Kool-Seal Shop;816-455-8733;G2;R3;1;\"\";S1;C
dbc438c2ffa07ae7d14330bf3125364716f04fd3d6448820b7c25f46c9757cec;10020864;One Store;816-455-8733;G2;R2;1;\"\";S1;C
1e067a4288d0318e33ada5c1e26a77789a72f934842d1a8ebd03956bb9250985;10023538;Salamander Supermarket;816-455-8733;G2;R1;1;\"\";S11;C
6a0cb3a6c2bbb954f36617fc76ed4859597b66f3c65ce30105c809175287b7a2;10025039;Tandy Superstore;816-455-8733;G2;R1;1;\"\";S11;C
0152364c456274bb250cd20ecebb2632e2e41ab5e9f5caf7e0ca0a6a478c944e;10025052;Target Gigstore;816-455-8733;G1;O2;1;\"\";S1;C
a21cd9e21c75bdbaf0a8f5a10db3558a3f5edaa64687a21df70ea5cc9a3fdc91;10025246;TECC Shop;816-455-8733;G3;R3;1;\"\";S5;C
a354d2e54161a43c132a86dc281218399376deb6ae61267ebaf99565b301f71b;10006983;Brentano's Shop;816-455-8733;G2;O1;1;\"\";S5;C
f0a6a56c2a8b7e455ad3f871246540606d9b7e5a99892070291f94cb7acdff06;10025250;TICOR Shop;816-455-8733;G2;R2;1;\"\";S5;C
8a2762ded943843c05e459ff32e21664bd820779b58bdf32e5d5b20b98c2458b;10013670;Gehlken Supermarket;816-455-8733;G2;R3;1;\"\";S1;C
bec96a5fb26280c9b8ed2d5df3ee39f34141d8ca6e22477d94f9c0709e8ecbfb;10022470;Racal Store;816-455-8733;G2;R3;1;\"\";S5;C
ed41a40247145288a01f62a4863592bd5b919da3f2a8de5dad3038862fad8963;10005099;BF Supermarket;816-455-8733;G2;R3;1;\"\";S16;C
8443939661445ec64e261d824694e6e6ecf39aded375e5597702f6c7ef927cd3;10023524;Salias Gigaplace;816-455-8733;G2;R3;1;\"\";S16;C
3e6d3ce5f0c4b564f75af6c31c98d6ffa0ef5be99cd23246fb9764f65ee1e700;10008593;Capitola Market;816-455-8733;G2;R2;1;\"\";S5;C
6b09fadc9a442f3ccad71601a45bd6a8bc0a30d98d1646acc20609c5adadebb8;10012235;Fimetrics Supermarket;816-455-8733;G3;R3;1;\"\";S5;C
bfb411b91d2e140cc926b4f4256ff5b7fad78f494888cea841bffbf4f0c7c663;10013538;GEAR Shop;816-455-8733;G2;R3;1;\"\";S16;C
adf73596a5109aab0ea99c948638a33ebd85af249bfd9f833bc681b738e0ca40;10017290;Id Shop;816-455-8733;G1;R3;1;M1;S16;C
3e11f13cfdabfeede91d8835d1df3981d0cdbbcb69300684f8bd41ae815d0505;10025251;Time Supermarket;816-455-8733;G2;R2;1;\"\";S5;C
6bbfb8670f61540a6a1d67524d574511540d5b291bfdd2750cf48fe9b9893eef;10025392;Ultimate Supermarket;816-455-8733;G2;R3;1;\"\";S16;C
9f2d287bc327ca87fa86ec17388e09f556483f3367d7319913f4722e1bfedfed;10007120;Brinco Store;816-455-8733;G2;R3;1;\"\";S16;C
6ba7f35111b91dcf5f61a5d203ce87d888c67f10c03346bb3f64a38e463bf470;10012161;Filetron Shop;816-455-8733;G2;R3;1;\"\";S1;C
893292a21803a21d14003065dc147a6c6999074da5484b9f39794e6d156ab64e;10021283;PageBoy Shop;816-455-8733;G2;R3;1;\"\";S1;C
b6e6529a6624311be0b6a9ac89597856dc210871a252b9ad82c0b0cf3c569a75;10024034;Script Supermarket;816-455-8733;G3;R3;1;\"\";S5;C
b94b7e6ab92bb8344f73b8251e4bbd66660f87a9eadac3f8aa8b698824c69ea6;10009650;Dayton Store;816-455-8733;G1;R3;1;M1;S16;C
cfffabc0498165214861b2eb6bc216bc06859292a0fa700655a1bce14656e1c3;10009669;De Store;816-455-8733;G2;R3;1;\"\";S14;C
abbe6674e633966ac1e9dd54f33290a22dd30bd37f8b740fcc88e8943104fc0d;10000456;A&B Shop;816-455-8733;G3;R1;1;\"\";S2;C
b4e46448109dde75934d72f6df46f27f674fc2841d87b5add9c09c533c94fa3a;10013765;Gemini Supermarket;816-455-8733;G2;R3;1;\"\";S16;C
1db2e6b2cd7b07ef0d4b43b0bd2fcd579f16a23c1b0c44a5543d9b2e3e474a40;10021160;Pacific Gigaplace;816-455-8733;G1;R3;1;M1;S19;C
eae19a1bf8c06a8421ccac762e78f29adb28445a96f40c3a24978e3afd5088d3;10022755;Real Supermarket;816-455-8733;G1;R3;1;M1;S19;C
2e4c8b37791abbf57bb74c92e8886d49f20d9d176bfb26864e1ca55033bcabbe;10025560;Unisys Supermarket;816-455-8733;G2;R3;1;M1;S16;C
b94f5ee0c4a35d2a4aef1ecf137169e4d17a034f34decd04f9215ea928535894;10021239;PADL Shop;816-455-8733;G2;R3;1;\"\";S1;C
3e3965563f171604814eae20b7c0ea081e3175d4b46c77c094cc0224d7cef441;10020962;Output Supermarket;816-455-8733;G2;R2;1;\"\";S5;C
71deb6bb6606f371b4c2237fe0a2dd81b3d5a1fd0057d024f542a133b39ca18d;10026268;WarRoom Store;816-455-8733;G3;R2;1;\"\";S8;C
c038f3b311fbc243c6f4f2232ea75075072ad237cd9a340dd101932260691bfc;10019952;Lobster Market;816-455-8733;G2;O2;1;\"\";S12;C
78de447a4defc02151576f2eaed8fd8ac805778162f3a0584a90c514b6150ba4;10014495;Harvard Supermarket;816-455-8733;G2;R3;1;\"\";S16;C
61cfbc0aabd42796e1150ddd07e099f4c130b2ad274f2464532dcefeb9a3fb96;10022444;R.J. Market;816-455-8733;G2;O2;1;\"\";S12;C
9fe43ca6f5f1ac7b29ab27273906965a7b50b1da87f957ac16cf9626b5805ca3;10025302;U.S. Market;816-455-8733;G2;R3;1;\"\";S1;C
82abf2e6149457d0087c5c33a29541378d9ec660f6c424ccaf2426c282e111f4;10003857;Beckman Market;816-455-8733;G2;R3;1;\"\";S1;C
58922952e0bb2eb71d173e400c613ff88c5cce5665c3b8ed0a44caf2be513bc1;10013899;Grumman Market;816-455-8733;G2;R3;1;\"\";S1;C
e0d6ba88344f855fc3961c4f7c300ebc1e69b756a1119bbe152e5be0809f7a46;10016780;iBEAM Shop;816-455-8733;G1;R3;1;M1;S18;C
4e8d5ae0ae57dcf193f4c00e6caf6b010f2c0529d4601a825fcdaa1877c6eab9;10011870;Fenwick Supermarket;816-455-8733;G2;O2;1;\"\";S12;C
2725fe441be92b9095e0eeba224a408b24ba359effba60a741483ec3719a1544;10016047;High Store;816-455-8733;G2;R3;1;\"\";S16;C
41a858cc31878bc45ff12e81498fac8694a41ba3b90b72cacecb49c4551c5a06;10020639;NECX Market;816-455-8733;G2;R2;1;\"\";S5;C
32d8f0078ba440a3eab7e45e426c0d6af428e2c8d3b1604d07c6c7b46bfcd905;10007564;CAM Market;816-455-8733;G2;R2;1;\"\";S1;C
950d24b817d9c6bce86bd4a2a00dc5434240a26ae702ed976cae990e2a8d8811;10011018;Eloi Supermarket;816-455-8733;G2;R3;1;\"\";S1;C
1835b042de9770389727ca2e4a72808bd774398c259874b3602ce9f8df28e4cf;10019942;LMAO superplace;816-455-8733;G2;R3;1;\"\";S16;C
d925ace68f2d6b930893dcbdac79e3968bc5d9667fa76f939173f2ea221cbe96;10020266;Maxwell Supermarket;816-455-8733;G2;O2;1;\"\";S12;C
988551d23bfa5df2bd0684c0f44fdda86c744efcc7a31fba75a9baf901002019;10025758;UTStarGate Shop;816-455-8733;G2;R3;1;\"\";S16;C
f946d72f8ce86466955290a9a3a9ea3e1de4ec7d99a9ae2c64241bc9ee49f169;10026606;Xilinix Midstore;816-455-8733;G2;O2;1;\"\";S12;C
0d2fa211e4fae85b310beb8b8e450df510d97b019a66c6f803f1561fbd239347;10007134;C&C Shop;816-455-8733;G2;R3;1;M1;S1;C
c56f67b6dd4c4f349c5768c1e90dada3e2f388f4537510e4bf50a63ce6b67765;10011360;Equitable Store;816-455-8733;G2;R2;1;\"\";S5;C
efad540d8e6ed10c4385bd69f3cd751957b2537329087f9b0da4b34649495113;10016334;Hobart Store;816-455-8733;G2;R3;1;M1;S16;C
4c2be25a48dd605005d94b26099624146ced094ba479cdc914f7307389f05be8;10020491;Nbase Shop;816-455-8733;G1;R3;1;M1;S16;C
158eebd4655ccf36ed37fdb2dfd7040db5711aea78c7f8514fb71ac4bb362b02;10025033;Tally Store;816-455-8733;G2;R3;1;\"\";S16;C
f015b61171e14ac0859754f0426742a779fc289738aa4245ffcc0ff41491f7ef;10002150;Accumedic Store;816-455-8733;G2;R3;1;\"\";S16;C
f8f4f1c3295bbdf0794f141270b3b4b7fb46023014cc96ba44f46964a2347105;10016807;Ibis Shop;816-455-8733;G2;R3;1;M1;S16;C
5c5244bd8280f7f4a0c596221ca72b182588f8536c2374037e3a19bf76f22b9c;10019410;Keystone Store;816-455-8733;G3;R1;1;\"\";S2;C
dd0ea3b5a91da903f3c3444ef6b1fd455dd988b180d155e13cab49c6f2ab4b99;10023003;Remedy Shop;816-455-8733;G2;R3;1;M1;S16;C
dddd74b3613f0b49dc65ff7cc473e7b18c691a6c6fdada3035870b58d5aaf424;10025515;UniPress Shop;816-455-8733;G2;R1;1;\"\";S20;C
64588b6e2065ed398ceff10a18ee9a83841795c75d26fa92a2fd6054ff1da2b0;10009642;David Store;816-455-8733;G2;R3;1;\"\";S16;C
b3604418d636a7571dc65de33fb9cab01c958d14f5880abf694b1166a0531369;10009697;Debian Shop;816-455-8733;G2;R2;1;\"\";S5;I
4afc90c3798c969bde12b4beb3c13dc52ae7d10277637cafcb81bc52311c764f;10013509;Geac Shop;816-455-8733;G2;R3;1;\"\";S16;C
e63e2391a8437eb3a98349fae281fd25209e02149f8fa8abd19a47840c83a738;10004516;Besicorp Shop;816-455-8733;G1;R3;1;M1;S19;C
8b9b62278d355b610d71bbf55a07d56ff8e971944d5fe7f8a312e98472f59ef6;10018352;Johnson Store;816-455-8733;G3;R3;1;\"\";S5;C
4ff132b0969a5c869cf3f23a8c67bf0a1a4cc3f7b2d9aa8c5ea438592b209928;10018623;K&M Supermarket;816-455-8733;G2;R1;1;\"\";S5;C
ea0f0930457a19f54696b9825fb963a82093616e2a1108e35a21c8fee957755d;10022249;Quantum Supermarket;816-455-8733;G2;R3;1;\"\";S16;C
229b8b7531b26085afd21c7d3be3f73b2a612a9d65ac18a07218c0b41d6293cc;10003720;Age Shop;816-455-8733;G2;R2;1;\"\";S5;C
f2a95c0665cdde13453f909f91e5d30f384ed34285924100d1ac05c1d6ae65a0;10009606;Champs Gigaplace;816-455-8733;G1;R3;1;M1;S19;C
ccb427237fdac7f71744df234ffd1c10e2c5b4ba95b5bfa489269d77981fa6c9;10012226;Fills;816-455-8733;G2;R3;1;\"\";S13;C
7e256ebcd788b3f89e72c4c8a3d0c9cbda9e6da9c1a3c129bb638f3d3e9d8ef4;10021240;PAGE Shop;816-455-8733;G2;R3;1;\"\";S1;C
6f9accfa605d6d5157df2213b379514b6bca2dc3df2a7fd99f8f1fa5b4cff00c;10026348;WDND Shop;816-455-8733;G2;O1;1;\"\";S5;C
41023645911dba33bee20aa594adf84b6ce534c689492a1a9d97fa6675f9998a;10000601;Radio Market;816-455-8733;G2;R2;1;\"\";S5;C
109ff853c058c99ea2e13bdbad095f74627ca7deff5ef6ccf4944fb8afa1f05b;10014739;Haz-Mat Store;816-455-8733;G2;R2;1;\"\";S5;C
c95fafd4875aff524ce92496ba3ee1b0b88a76f8b966c24e9ab518500b9f4c71;10020982;Outsource Store;816-455-8733;G2;R3;1;\"\";S1;C
8d9c86fdccf6e13eb135d2ea64b45705f685b6f73ebbed4e34fc5687fa7f64ed;10024524;Southam Supermarket;816-455-8733;G2;R2;1;\"\";S9;C
d14bd512b0a8d5f0932afbd72b0fd8cc3ae5b7c3fa4af1b7913a0e9739ab9e99;10002155;ACES Supermarket;816-455-8733;G1;R3;1;M1;S18;C
fe7d31de3407cda5ec141d9a5c8fd07b1387fb20ef831e7a5ac5dc43385ee49a;10008638;CAPTA Shop;816-455-8733;G2;R3;1;\"\";S1;C
0e443e531d2d347c6c0618cdb51970585b9e318e550fcbf2b02126bda87795f8;10014047;Gulf Market;816-455-8733;G2;R2;1;\"\";S4;C
9242033ce31350d0b2d8cd300a766de89c4f1d6199d65f8ed82909f47e10498b;10022423;Qwest Shop;816-455-8733;G2;R2;1;\"\";S5;C
14d709db2fb04d45f8d322ff80dc98ce09700f0ff83dc325eec1efdc50a39ce9;10024246;Siemens Supermarket;816-455-8733;G2;R3;1;\"\";S16;C
d5064901e35632231f4141938541c52a41b87ec345ac353642301385a65da31d;10025814;Valpatken Shop;816-455-8733;G2;R3;1;\"\";S1;C
17a746bd83c27b8527a5def9f3e7006c3f161cbc9a2d9c2f27ba0d25ccc7bf52;10009623;Chas Market;816-455-8733;G2;R3;1;\"\";S16;I
b2a9d3077c9bfbc1e2dd63ef1d0de136473716f34d8501e8ab43bc96a2fa4bbb;10009676;Pereras;816-455-8733;G2;R3;1;\"\";S16;C
92ce95d99ff459cbe6574f315308ea2c68986d1e8a40df2d10ad327098b92394;10020715;Old Store;816-455-8733;G1;O2;1;\"\";S1;C
76e0c1b2e4ff8c2819ffd0f84e0b9b010b93123def7c516e42546cbd7a17c02e;10001818;Acc Supermarket;816-455-8733;G2;R3;1;\"\";S16;C
820ab5f004a077a6eeb62ff2d5eeb74d0c7f6d84e38e5fdec6bfdf69cd24f698;10024499;Soloman Market;816-455-8733;G2;R3;1;\"\";S16;C
8d48504f134c5d66c0057b9b2b2a80df1ef51d46fabe979ee73dbd2a827ea23d;10024725;Stone Market;816-455-8733;G2;R3;1;\"\";S16;C
6da6bf108a3e59b0ccbb78c46a10d7ffd1a8fb4b48baca995aee3df451e80668;10025299;U.S. Market;816-455-8733;G3;R3;1;M1;S5;C
df7b777c8a52324840a564fb2c3b2da9d74f6b2e0e318a51628f7cece86c3013;10018665;Kaim Supermarket;816-455-8733;G2;R3;1;M1;S16;C
4b07298fd8df51b0ecf220c507687576712a07c443dcce9d551ef6464cdf5dae;10022732;RC Market;816-455-8733;G2;R2;1;\"\";S5;C
91aaa4cb38896090397033f4f7a135b16aff2be0cb2f131fb470c218e9781a3b;10025023;TAL Store;816-455-8733;G3;R3;1;\"\";S5;C
f6f442c6b89393fcb78a3520aab71c7eec2f0c816c616812c37e5fc933ae481e;10010912;edit.nl Shop;816-455-8733;G2;R3;1;M1;S16;C
7db6ab247d14c307e7e4e930fb6dd087f00e0b0b34149aacb56dcac7d126f633;10020332;Medics Shop;816-455-8733;G2;R3;1;\"\";S16;C
c97109844d71b339d547a4e2098fc611026d7ecab6922752e9c956f9486ee554;10021986;Pinnacle Supermarket;816-455-8733;G2;R2;1;\"\";S5;C
e484324f4139292d93e7371cbcd0df767592166b06a6d28475e650d88820312e;10025061;Target Store;816-455-8733;G2;R3;1;\"\";S9;C
471c7a056c2af9c5ba567926a75ef279206bcc0a41c4868e49fe8003208296cf;10026365;Whites;816-455-8733;G2;R3;1;\"\";S16;C
8cb88734954be718bbc1b54a328410596fda0ff300f3876d0ea0a94d53ee524d;10000496;AboveNet Shop;816-455-8733;G2;R3;1;\"\";S9;C
3b7677e862f35c4a29b08fb892a6d3e0034240732196b18391dc4febcd2b5691;10013238;Gastown Store;816-455-8733;G2;R1;1;\"\";S11;C
48399ad79fde27c20d6e58ace2f0f879c0e5301921d6522e1506e2bba1351eec;10015886;Hewlett Supermarket;816-455-8733;G2;R3;1;\"\";S1;C
2783cc864dcb5b4feb15b5d684e4670cb53a1656019ca2ba2ffa4a32704a0574;10023471;Road Warriors;816-455-8733;G2;R3;1;\"\";S16;C
50b7644a75485d3e67c681bdff408bf4e6c80ea428e5313631613f9975cd91cd;10025359;UKnames.net Shop;816-455-8733;G2;R4;1;\"\";S18;C
b8c469d0e1585d2bc4704ad8d149dab33b0cf20d4a1488e519449858e88f1ebc;10006917;Borden Supermarket;816-455-8733;G2;R3;1;\"\";S1;C
dcfd1a6fd604721383980dbfe485f2d09fa1aee053add899aa6688c5248990ad;10008381;CAPCON Shop;816-455-8733;G2;R3;1;\"\";S1;C
98c377e0f788546a054c0614d6340b5cf81e236b16207ed1048aa26cdb39f6aa;10014238;Harbor Store;816-455-8733;G1;R3;1;M1;S19;C
dec8e6bf7e37ae521c6ca6476a18a9aac425f7624bb9893bd984aa74cb40554f;10014546;Hauppauge Supermarket;816-455-8733;G2;R3;1;\"\";S16;C
b98d65abb2276a51f7164a39e9f152c22555647aa8c4ab5f2690c700cb8111a5;10026336;WBM Store;816-455-8733;G2;R3;1;\"\";S16;C
31e59176b59773b49b4631bf6608d99cc9a07258967efc1e745d7d579347cd42;10000469;A-2-Z Supermarket;816-455-8733;G3;R3;1;\"\";S5;C
5849e85f422a4d3984f678c366f9212b379685dda3b10438905badcae6282e38;10003554;Ad Supermarket;816-455-8733;G1;R3;1;M1;S19;C
b5ae36746451253de9e0da8425e707419322c49f0931200f757d6a518f402a12;10013079;Gandalf Supermarket;816-455-8733;G2;R3;1;\"\";S16;C
e4bf63ebed774c2cb5e3d4bb44fa237bd302a4fdc0c51808d1beffde1f4cee6e;10014043;Guarantee Supermarket;816-455-8733;G1;R3;1;M1;S18;C
63e7e1b472238605d93c20bdf1b1c3fe6db3f59029e5f3e7fcc6e394361fb926;10018603;K&K Supermarket;816-455-8733;G1;R3;1;M1;S19;C
f052b71543c6d647a8c65ebd1f86d1352d8e2178574291a1dc7c141e212b06e4;10027050;Your Market;816-455-8733;G2;R3;1;\"\";S9;C
213ca222cfec947e3bef60edc6b2c45332f6321ea733ef6e854fc3fd3866520a;10002746;Active Supermarket;816-455-8733;G2;R3;1;\"\";S9;C
62da492f7cefd532632e3b2771d8df026b41f1664bcbbc53c75ea42a319d329f;10007122;C Store;816-455-8733;G2;R3;1;\"\";S16;C
c593de5dcb5cabaa1d33f62fa91336c1fc0c2fc103f053735609dd73a31ba4c1;10013871;Grove Supermarket;816-455-8733;G2;R2;1;\"\";S5;C
bdbfda1d8c8f5a612c28b4e3ff11a46de173e08d3b9c4bbc84752bc493064315;10020181;Markets;816-455-8733;G1;R3;1;M1;S19;C
ee9646a0eb02393fed9edaa8479f4ba8e3ee93b67e6e07ec854be9508bcf14e6;10021270;Page Market;816-455-8733;G2;R3;1;\"\";S16;C
118e1cd946049a553d6e531e9dc5ceed3e9ef3c805761e331f50ba5de97546ae;10011981;FIBERWORKS Shop;816-455-8733;G2;R3;1;\"\";S16;C
ae34aab0c1e292134dbf029a9cf541a539efde3e2f41b20ee1de90d144545348;10013252;Gate Shop;816-455-8733;G2;O2;1;\"\";S12;C
24cc4e64434ed5753793d83de1477255268c2dc3bc01232992760be5a69f9741;10017852;J.A. Supermarket;816-455-8733;G1;R3;1;M1;S19;C
6128fbe6343b5b312090373c0d70360d05d1c2d28f9456716a1b3f3f5a2866fb;10023495;Safe Shop;816-455-8733;G1;R3;1;M1;S19;C
7971f3d1002875dc5a1394863d51e7ddb4969abcb38ab3d97e682177dc2cebc1;10023760;SataMine Shop;816-455-8733;G2;R3;1;\"\";S1;C
efba01dfc9a5d7dc928e240c4c8edd070e7f96c41eca7229f99b2953eea8a24c;10006919;Hoovey SuperStore;816-455-8733;G1;R3;1;M1;S19;C
96fadd62a3740856a6e282e7fc09956ac8a6a4e7f88810a916a4a7b688acfa1e;10025237;Team Supermarket;816-455-8733;G3;O2;1;\"\";S1;C
f6a8d3b8c69b0e727b2a8d1c4306608e246602bd1e9835041ac5bca9cbbf1a9c;10026839;Xtreme Shop;816-455-8733;G2;R3;1;M1;S16;C
b454da0f3d3c77a32f0b1c4e645c4a165019f6f54fb228621253d26be973ace6;10007123;C Supermarket;816-455-8733;G2;R3;1;\"\";S16;C
241866ca2479c9e6b80138377d43f6fa11b90902e880f1de5ec0f88eee87dc7d;10010969;Edorex Supermarket;816-455-8733;G2;R3;1;\"\";S16;C
ac37247e059074ea80b33020b29eb0885341fdcd61cbc46464d70f7a9c80d70e;10014469;Harte-Hanks Market;816-455-8733;G2;O2;1;\"\";S12;C
c4e14965e96d67bcefc62120adf669cadd352bf82a8afd8bad2a5339e35c6eb8;10015267;Helfand Store;816-455-8733;G1;R3;1;M1;S19;C
6d3db3631911bcf4e71062cc495f64fdc80a392f0ce74b763dd99bf5cee8e34f;10020515;NBX Stores;816-455-8733;G2;R3;1;\"\";S1;C
ea9f2917ec5dc1fce97834e578756827a9464fa647dd330bc3b0f64411e6030f;10004602;Best Supermarket;816-455-8733;G2;R3;1;\"\";S16;C
cc14514c310fd0c8ad0b54ad4ff24d8a1e24f1613dbad8bc049ac6fdeeecbc87;10005810;Big Shop;816-455-8733;G1;R3;1;M1;S19;C
3c3c86f0658f367771bbaf3c995e7a31ad9b5bca16345e14a7efb83908cd9342;10020413;Molson Store;816-455-8733;G2;R3;1;\"\";S1;C
4ac3ec3221137e39eb51a103e6481a372b87fe0131e2546d2e969d2dcbacdf3b;10013572;GearSource Shop;816-455-8733;G2;R3;1;\"\";S1;C
67979de302d30576dd64815e0c201d1b13536c882c50142f9fe28c9f21dafd36;10019913;Livezone Supermarket;816-455-8733;G3;R3;1;\"\";S17;C
4590225e456bbf8975684dbc684ea90d1912131b5a008a169855739ae921b3b2;10002506;ActionWorld Shop;816-455-8733;G2;R3;1;\"\";S16;C
1c30d070c7aac96b5d451b500f898db89d1ead7d4a3b7f112d3542e6a956b594;10014802;HBS Shop;816-455-8733;G1;R3;1;M1;S19;C
32395d81cd1dcd23b3b174ccc4415654c9cb805e234179739e948249a8c0a775;10021736;Patton Store;816-455-8733;G1;R3;1;M1;S19;C
51bb30868c66ebd5190f01458d1dee6fd358ed98bf4d5688887625ec441e7632;10023759;SASCO Store;816-455-8733;G2;R3;1;\"\";S1;C
d1bc3277f879ceeac3103f25251da35b4426538ddddec4a4ae84659b1bab99a2;10013052;GammaGraphX Store;816-455-8733;G2;R3;1;\"\";S16;C
9b9baac713c30b72c1bb5d637777f79b338e1c21513eec1e0c29870241377aed;10021977;Pinnacle Store;816-455-8733;G2;R3;1;M1;S16;C
b5aca51f8711a0eca0f69b3e1126284fda9e77d411c1dda5a02c47e05fc31b48;10021996;Pinnacle Supermarket;816-455-8733;G2;R3;1;M1;S16;C
27500f2cd371eef2e3654164961909c6e9b99ba3a8a07703bc2bcd2cfa78d54e;10023757;SAS Supermarket;816-455-8733;G1;R3;1;\"\";S19;C
1322f6cb44f4f0b329a117498ebb0831e26ce95273a7cb0dfbed0ed75a33536f;10025040;Tangent Shop;816-455-8733;G2;R3;1;\"\";S1;C
63ff8772b80f9e01ebacfc3c497c64f2ab0ed8aa73c7244efb029da394b4f486;10025247;Telesat Supermarket;816-455-8733;G2;R2;1;\"\";S5;C
39ff6d42c5e41b9bbc08bb3749e4a729ed71e2e7a39da53706b12510c5549a1f;10009654;DCS Store;816-455-8733;G2;R3;1;\"\";S16;C
f75cab1ec24f1ec6f40d86d4c752330976a77dcaf88bec7beb9df3a9d4f0bc11;10018868;Karickal Store;816-455-8733;G1;R3;1;M1;S19;C
38dbc9be46cbd93e72e68a907a878e9e94a866173988ec668d31ea3739374425;10025558;Unisys Shop;816-455-8733;G2;R3;1;\"\";S1;C
9854f197c9951eee5c746d2978c351428175b029e4a933da63a9c06515c8c3b5;10007309;Cadtex Shop;816-455-8733;G1;R3;1;M1;S19;C
7ce3a48a7f2bd3d7f79a74db935a14698a5eb92e3a7308240ceb1292cbbfd6e9;10016303;HMR Shop;816-455-8733;G2;R1;1;\"\";S20;C
a688ad9c2cb99ca7c4448f5de0509e2ed951efe58c6b51a7ef0c70b14b4ab8d6;10020184;Matradi Megastore;816-455-8733;G2;O2;1;\"\";S12;C
4751705328956f8b0d993a490d6284f7b2bbf494b250fb9bdaa5526e22bcaef6;10024743;Stone Supermarket;816-455-8733;G2;R3;1;\"\";S1;C
f54f1130d44cbf43f565fafac3dd0257cf97dc014164982766593e4e08f08302;10013188;Gartner Supermarket;816-455-8733;G2;R3;1;\"\";S16;C
785ab1ba938c6d647942b23b897481a95e0ad1045af19e7294721f6d0b3f0336;10021422;PAP Supermarket;816-455-8733;G2;R1;1;\"\";S4;C
19978090da6f2fd860007c815c2afdcaa15c2e1f4556d8d383f84a60590e38be;10021485;Paracel Gigaplace;816-455-8733;G2;R1;1;\"\";S22;C
cff80ea72fa9627f174ab74e28d01979d48754d7bc189ddeef0f41db04c8bc96;10020364;Mersey Market;816-455-8733;G2;R3;1;\"\";S16;C
